gender,monthly_income,utility_bill_average,repayment_history_pct,employment_length,default_status
Female,50214,2300.0,57.0,< 1 year,0
Male,58878,1375.0,100.0,4-7 years,0
Non-Binary,56028,2479.0,75.0,1-3 years,0
Female,38879,2132.0,26.0,8+ years,0
Non-Binary,50530,1634.0,66.0,< 1 year,0
Male,51883,1210.0,77.0,1-3 years,0
Female,22658,3081.0,94.0,4-7 years,0
Female,46338,1692.0,34.0,1-3 years,0
Female,48797,4777.0,83.0,4-7 years,0
Female,15000,2110.0,47.0,< 1 year,0
Non-Binary,40003,2153.0,71.0,8+ years,0
Female,48136,3362.0,87.0,8+ years,0
Non-Binary,60621,1469.0,79.0,1-3 years,0
Non-Binary,23416,3344.0,,4-7 years,1
Male,96004,1815.0,87.0,4-7 years,0
Non-Binary,57378,2527.0,68.0,4-7 years,0
Non-Binary,69589,2283.0,56.0,8+ years,0
Male,47546,4376.0,84.0,< 1 year,0
Male,44407,,98.0,1-3 years,0
Male,35454,4461.0,65.0,< 1 year,1
Non-Binary,83998,3195.0,65.0,< 1 year,0
Female,56616,,48.0,8+ years,1
Female,44388,3101.0,83.0,1-3 years,0
Non-Binary,38349,2815.0,69.0,1-3 years,0
Male,41500,2838.0,100.0,1-3 years,1
Non-Binary,72614,2654.0,85.0,8+ years,0
Female,41428,2269.0,98.0,< 1 year,0
Male,26391,4694.0,68.0,4-7 years,0
Male,71697,2712.0,59.0,< 1 year,0
Non-Binary,49029,2729.0,49.0,< 1 year,1
Female,68881,,88.0,4-7 years,0
Non-Binary,66254,2757.0,67.0,< 1 year,0
Male,67964,3442.0,69.0,4-7 years,0
Male,50292,,99.0,8+ years,0
Female,71327,2909.0,,1-3 years,0
Non-Binary,60839,,80.0,1-3 years,0
Male,38304,2514.0,100.0,4-7 years,0
Female,49978,2433.0,82.0,8+ years,0
Non-Binary,31874,3055.0,,4-7 years,1
Male,52008,2771.0,,1-3 years,0
Non-Binary,52292,2621.0,49.0,1-3 years,1
Female,66695,,56.0,1-3 years,0
Male,58613,2277.0,100.0,< 1 year,0
Non-Binary,36551,1964.0,68.0,< 1 year,0
Male,38060,2635.0,61.0,< 1 year,0
Male,55225,1360.0,82.0,< 1 year,0
Female,40416,3065.0,86.0,8+ years,0
Non-Binary,39445,3559.0,,< 1 year,0
Female,49232,1125.0,63.0,1-3 years,0
Non-Binary,26498,,57.0,8+ years,0
Male,72638,3117.0,89.0,1-3 years,1
Non-Binary,46383,2128.0,48.0,8+ years,1
Non-Binary,37767,2144.0,84.0,4-7 years,0
Female,46208,656.0,91.0,1-3 years,0
Male,55878,2679.0,60.0,8+ years,0
Female,23446,2924.0,86.0,8+ years,0
Male,33404,500.0,51.0,< 1 year,1
Male,42750,3015.0,76.0,4-7 years,0
Male,53403,2042.0,58.0,< 1 year,0
Female,37875,2559.0,63.0,1-3 years,1
Male,47147,2800.0,96.0,4-7 years,0
Male,55987,2762.0,87.0,1-3 years,0
Female,50479,622.0,75.0,4-7 years,0
Female,56608,2614.0,,4-7 years,0
Male,54546,3318.0,100.0,1-3 years,0
Female,30476,,74.0,< 1 year,0
Non-Binary,42901,3474.0,62.0,1-3 years,0
Non-Binary,48839,3153.0,93.0,4-7 years,0
Female,46855,2782.0,81.0,< 1 year,0
Non-Binary,64981,1410.0,64.0,< 1 year,0
Non-Binary,23520,2388.0,79.0,8+ years,0
Female,61811,1544.0,90.0,< 1 year,0
Male,53769,3061.0,60.0,4-7 years,1
Female,45151,1484.0,67.0,4-7 years,0
Male,53925,2572.0,,4-7 years,1
Male,65101,1404.0,85.0,1-3 years,0
Male,45039,3181.0,73.0,4-7 years,0
Non-Binary,62783,1555.0,38.0,< 1 year,1
Male,64314,1240.0,59.0,8+ years,0
Male,40412,4079.0,41.0,< 1 year,1
Female,29924,2322.0,67.0,< 1 year,0
Female,63119,2710.0,86.0,< 1 year,0
Non-Binary,49941,3623.0,100.0,8+ years,0
Male,62440,3735.0,100.0,4-7 years,0
Non-Binary,53047,,86.0,< 1 year,0
Male,48383,2852.0,71.0,< 1 year,0
Female,47357,3085.0,100.0,1-3 years,0
Non-Binary,59901,4037.0,92.0,4-7 years,0
Female,29116,735.0,96.0,8+ years,0
Female,71462,2690.0,71.0,1-3 years,0
Male,79193,2428.0,69.0,< 1 year,0
Male,40802,696.0,56.0,1-3 years,0
Non-Binary,37809,1718.0,100.0,8+ years,0
Non-Binary,73009,2675.0,91.0,< 1 year,0
Non-Binary,63190,2952.0,71.0,8+ years,0
Male,48066,1593.0,84.0,8+ years,0
Female,65598,3036.0,22.0,1-3 years,1
Female,41092,2015.0,88.0,8+ years,0
Non-Binary,76542,3824.0,100.0,1-3 years,0
Male,76157,3150.0,100.0,8+ years,0
Male,48617,1876.0,66.0,4-7 years,0
Female,56637,3338.0,85.0,1-3 years,0
Female,47949,4133.0,,8+ years,0
Male,55196,2429.0,83.0,1-3 years,0
Male,43380,3844.0,100.0,< 1 year,0
Non-Binary,40667,,87.0,< 1 year,0
Male,60273,2261.0,73.0,8+ years,0
Non-Binary,59305,2574.0,95.0,< 1 year,0
Male,70566,2291.0,79.0,1-3 years,0
Male,36129,2064.0,100.0,< 1 year,0
Male,56225,1540.0,,1-3 years,1
Female,43893,1881.0,52.0,1-3 years,1
Female,51016,1340.0,78.0,< 1 year,0
Female,35745,3400.0,91.0,4-7 years,0
Non-Binary,38845,3014.0,67.0,1-3 years,0
Female,34406,997.0,57.0,1-3 years,0
Non-Binary,62316,2927.0,100.0,8+ years,0
Female,28283,2671.0,92.0,< 1 year,0
Non-Binary,15617,1785.0,100.0,< 1 year,0
Male,49406,2314.0,51.0,4-7 years,1
Non-Binary,41687,3317.0,51.0,1-3 years,0
Female,38529,2905.0,65.0,4-7 years,1
Male,52945,2344.0,100.0,8+ years,0
Non-Binary,31548,2278.0,69.0,4-7 years,0
Female,15435,2580.0,88.0,4-7 years,0
Non-Binary,63034,3452.0,72.0,1-3 years,0
Non-Binary,51987,1826.0,68.0,4-7 years,0
Female,53876,756.0,66.0,< 1 year,0
Male,65624,,69.0,4-7 years,0
Female,40006,,89.0,8+ years,0
Female,43525,1410.0,75.0,< 1 year,0
Male,60632,2898.0,79.0,1-3 years,0
Non-Binary,68128,4474.0,79.0,1-3 years,0
Female,36024,2395.0,99.0,1-3 years,0
Male,29535,2134.0,59.0,4-7 years,1
Non-Binary,39021,,82.0,1-3 years,0
Male,41334,2384.0,86.0,1-3 years,0
Non-Binary,38647,1929.0,83.0,8+ years,0
Non-Binary,66085,2106.0,49.0,8+ years,1
Male,57335,3164.0,73.0,< 1 year,0
Female,59859,2533.0,90.0,< 1 year,0
Female,42196,3281.0,91.0,4-7 years,1
Non-Binary,15000,1005.0,74.0,8+ years,0
Female,43977,1809.0,89.0,< 1 year,0
Male,76825,1913.0,70.0,4-7 years,0
Non-Binary,69563,1516.0,64.0,8+ years,0
Female,19227,2031.0,87.0,< 1 year,0
Female,30234,2831.0,52.0,8+ years,1
Female,46248,2437.0,54.0,< 1 year,1
Male,37578,2805.0,50.0,1-3 years,1
Female,65639,2026.0,96.0,1-3 years,0
Non-Binary,47565,2806.0,95.0,8+ years,0
Non-Binary,36452,2071.0,85.0,< 1 year,0
Non-Binary,53743,,95.0,4-7 years,1
Male,35141,2417.0,61.0,4-7 years,0
Male,43590,2417.0,96.0,4-7 years,0
Female,30692,2261.0,72.0,1-3 years,0
Male,25478,1655.0,100.0,4-7 years,0
Non-Binary,55700,4178.0,47.0,8+ years,0
Female,30944,2702.0,25.0,< 1 year,1
Male,58207,,46.0,8+ years,1
Non-Binary,60674,3702.0,44.0,4-7 years,1
Non-Binary,66632,1390.0,100.0,8+ years,0
Female,53610,1706.0,62.0,4-7 years,0
Male,66154,2479.0,100.0,8+ years,0
Female,45389,2313.0,81.0,1-3 years,0
Male,44846,3413.0,100.0,< 1 year,0
Female,34043,1769.0,83.0,4-7 years,0
Male,34191,3598.0,49.0,1-3 years,1
Non-Binary,54561,2011.0,76.0,4-7 years,0
Female,43192,2264.0,56.0,8+ years,1
Male,50216,692.0,90.0,4-7 years,0
Female,20362,3287.0,82.0,4-7 years,1
Non-Binary,84972,2593.0,35.0,4-7 years,1
Non-Binary,66305,2437.0,69.0,< 1 year,0
Male,52098,2172.0,99.0,4-7 years,0
Non-Binary,62906,1449.0,60.0,4-7 years,0
Female,45669,3327.0,50.0,1-3 years,1
Female,61530,3301.0,,8+ years,1
Male,44634,,83.0,8+ years,0
Male,61917,3333.0,100.0,8+ years,0
Male,68244,3135.0,85.0,4-7 years,0
Female,30067,2636.0,65.0,1-3 years,0
Female,51604,1152.0,73.0,< 1 year,0
Non-Binary,43631,2851.0,80.0,< 1 year,0
Female,39814,2597.0,44.0,4-7 years,1
Male,39513,1784.0,81.0,8+ years,0
Male,70685,,69.0,4-7 years,0
Female,80984,2753.0,100.0,4-7 years,0
Female,35679,1644.0,94.0,1-3 years,0
Male,43030,683.0,47.0,1-3 years,1
Male,57822,500.0,75.0,< 1 year,0
Male,40808,2521.0,83.0,< 1 year,0
Non-Binary,46610,1122.0,77.0,< 1 year,0
Male,48918,1146.0,86.0,8+ years,0
Non-Binary,62166,2712.0,79.0,4-7 years,0
Male,28626,1483.0,68.0,1-3 years,1
Male,40095,2753.0,40.0,4-7 years,1
Female,54473,883.0,43.0,< 1 year,1
Non-Binary,41167,3407.0,100.0,4-7 years,0
Non-Binary,29004,3182.0,51.0,< 1 year,1
Non-Binary,35796,3631.0,60.0,1-3 years,1
Female,49033,1757.0,66.0,< 1 year,0
Male,38744,2850.0,100.0,8+ years,0
Male,51657,1753.0,91.0,< 1 year,0
Male,40344,1947.0,100.0,1-3 years,0
Female,51098,2740.0,95.0,4-7 years,0
Non-Binary,59187,3078.0,39.0,8+ years,1
Male,63694,,62.0,8+ years,0
Female,29618,2548.0,67.0,1-3 years,1
Male,57011,2418.0,100.0,4-7 years,0
Non-Binary,69900,,100.0,4-7 years,0
Female,50435,3101.0,65.0,8+ years,0
Non-Binary,79294,3226.0,83.0,4-7 years,0
Female,53114,2810.0,74.0,4-7 years,0
Non-Binary,33945,3561.0,95.0,< 1 year,0
Male,31423,3006.0,89.0,4-7 years,0
Male,51234,4019.0,57.0,4-7 years,0
Male,26025,1404.0,56.0,< 1 year,1
Male,55433,1329.0,81.0,1-3 years,0
Female,40912,1718.0,80.0,4-7 years,0
Male,71472,2353.0,90.0,8+ years,0
Non-Binary,66398,2738.0,61.0,< 1 year,0
Non-Binary,30623,,100.0,1-3 years,0
Female,58342,2766.0,77.0,< 1 year,0
Male,51817,1903.0,57.0,1-3 years,1
Non-Binary,55207,2195.0,89.0,8+ years,0
Non-Binary,57903,2423.0,93.0,< 1 year,0
Non-Binary,45626,1801.0,67.0,< 1 year,0
Non-Binary,43281,2838.0,58.0,8+ years,1
Non-Binary,42128,2294.0,96.0,8+ years,0
Female,60546,3090.0,100.0,4-7 years,0
Male,99050,,100.0,4-7 years,0
Male,57402,1141.0,87.0,4-7 years,0
Male,19976,3947.0,100.0,4-7 years,0
Male,72035,2218.0,,8+ years,0
Female,40309,,88.0,< 1 year,0
Non-Binary,59783,,59.0,1-3 years,0
Female,39257,1548.0,83.0,8+ years,0
Female,58269,2275.0,58.0,< 1 year,0
Female,31815,2445.0,40.0,< 1 year,0
Female,64065,,63.0,8+ years,0
Non-Binary,50616,1974.0,100.0,1-3 years,0
Female,49053,1982.0,83.0,8+ years,0
Male,58469,2624.0,40.0,1-3 years,0
Non-Binary,48705,,89.0,1-3 years,0
Female,38644,1616.0,63.0,1-3 years,0
Non-Binary,53491,,67.0,4-7 years,0
Female,38565,3823.0,100.0,4-7 years,0
Female,48944,2662.0,100.0,< 1 year,0
Male,53308,3605.0,97.0,8+ years,0
Female,51457,1253.0,65.0,1-3 years,0
Non-Binary,64291,1536.0,100.0,8+ years,0
Non-Binary,69068,,93.0,1-3 years,0
Male,51381,2859.0,61.0,8+ years,1
Male,56859,3410.0,83.0,1-3 years,0
Male,89125,2645.0,53.0,8+ years,1
Female,47772,2724.0,76.0,8+ years,0
Non-Binary,42852,1486.0,49.0,< 1 year,1
Male,69123,3585.0,,< 1 year,0
Female,33701,,73.0,< 1 year,0
Non-Binary,66440,3732.0,51.0,1-3 years,0
Male,46119,3627.0,84.0,1-3 years,0
Non-Binary,50959,,98.0,8+ years,0
Female,58381,3075.0,100.0,4-7 years,0
Male,41055,2966.0,74.0,8+ years,0
Non-Binary,16779,2414.0,80.0,1-3 years,0
Non-Binary,29414,2634.0,82.0,4-7 years,0
Male,53407,1972.0,75.0,4-7 years,0
Female,57872,2803.0,69.0,< 1 year,0
Non-Binary,77858,3339.0,58.0,< 1 year,1
Male,53302,2593.0,72.0,4-7 years,0
Female,47358,3208.0,92.0,8+ years,0
Non-Binary,65094,2149.0,47.0,8+ years,0
Non-Binary,45774,,100.0,8+ years,0
Female,39730,1557.0,48.0,8+ years,0
Non-Binary,42582,1564.0,93.0,1-3 years,0
Non-Binary,25302,,60.0,1-3 years,1
Non-Binary,76945,2466.0,76.0,< 1 year,0
Male,31481,2002.0,61.0,< 1 year,0
Non-Binary,37012,3094.0,96.0,4-7 years,0
Non-Binary,25799,2546.0,70.0,8+ years,0
Female,38391,1888.0,47.0,4-7 years,1
Female,41537,2178.0,71.0,1-3 years,0
Non-Binary,50370,2659.0,66.0,4-7 years,0
Male,40003,2203.0,60.0,1-3 years,0
Female,36113,1369.0,88.0,8+ years,0
Female,36362,,100.0,< 1 year,0
Non-Binary,38877,1984.0,99.0,8+ years,1
Female,47464,2468.0,66.0,4-7 years,0
Female,35820,,72.0,4-7 years,0
Male,53477,3214.0,100.0,1-3 years,0
Male,49344,1913.0,90.0,1-3 years,0
Female,55117,2666.0,100.0,4-7 years,0
Non-Binary,66580,3087.0,64.0,4-7 years,0
Male,44704,1658.0,59.0,4-7 years,0
Female,36064,2925.0,54.0,1-3 years,1
Male,32047,3510.0,65.0,4-7 years,1
Female,49174,2673.0,39.0,8+ years,1
Female,48087,2652.0,60.0,1-3 years,1
Male,60242,2403.0,91.0,4-7 years,0
Female,51345,,79.0,< 1 year,1
Male,60620,3135.0,71.0,4-7 years,0
Male,46031,1512.0,80.0,< 1 year,0
Male,69840,1910.0,74.0,1-3 years,0
Male,68579,2075.0,92.0,< 1 year,1
Non-Binary,68589,2473.0,75.0,1-3 years,0
Male,52407,,65.0,8+ years,0
Male,54141,2198.0,46.0,4-7 years,0
Male,33483,1241.0,82.0,4-7 years,0
Non-Binary,40589,1481.0,86.0,8+ years,0
Non-Binary,58519,3019.0,81.0,8+ years,0
Non-Binary,35710,2440.0,57.0,1-3 years,1
Female,63202,2356.0,45.0,4-7 years,1
Male,42888,,74.0,< 1 year,0
Female,64988,3084.0,68.0,8+ years,0
Female,59407,2032.0,39.0,4-7 years,0
Male,69087,2142.0,49.0,1-3 years,0
Female,56735,972.0,40.0,< 1 year,1
Female,43279,3755.0,88.0,< 1 year,0
Non-Binary,41503,2858.0,52.0,1-3 years,1
Non-Binary,53176,2723.0,58.0,< 1 year,1
Female,44149,1549.0,50.0,1-3 years,1
Non-Binary,59251,2011.0,91.0,4-7 years,0
Female,46903,2537.0,80.0,8+ years,0
Non-Binary,71924,2777.0,60.0,< 1 year,0
Non-Binary,53480,,47.0,4-7 years,0
Male,67959,2168.0,35.0,8+ years,1
Male,46541,2005.0,45.0,4-7 years,1
Male,46564,3735.0,53.0,< 1 year,0
Non-Binary,52186,3176.0,79.0,< 1 year,0
Male,63666,,92.0,1-3 years,0
Non-Binary,33863,2676.0,83.0,8+ years,1
Male,57395,3178.0,55.0,1-3 years,1
Female,38042,,25.0,8+ years,1
Male,43486,2694.0,52.0,8+ years,1
Male,54668,1825.0,,8+ years,0
Female,29072,1558.0,70.0,1-3 years,0
Male,53814,,88.0,< 1 year,0
Non-Binary,45366,2860.0,71.0,1-3 years,0
Male,57634,2866.0,69.0,8+ years,0
Male,51889,3151.0,58.0,8+ years,0
Non-Binary,25451,3331.0,58.0,1-3 years,1
Non-Binary,36195,,54.0,1-3 years,0
Male,38863,2924.0,64.0,8+ years,0
Non-Binary,28178,2494.0,71.0,4-7 years,1
Non-Binary,29017,2996.0,75.0,8+ years,0
Non-Binary,59672,2564.0,64.0,1-3 years,0
Non-Binary,65886,2494.0,89.0,4-7 years,0
Female,23840,1770.0,85.0,1-3 years,0
Female,29709,,73.0,1-3 years,0
Female,28688,3820.0,71.0,8+ years,0
Female,38702,1258.0,100.0,8+ years,0
Non-Binary,64703,2730.0,97.0,4-7 years,0
Non-Binary,59726,2944.0,81.0,8+ years,0
Female,43290,3178.0,79.0,< 1 year,0
Male,63822,2584.0,68.0,< 1 year,0
Female,51020,1691.0,63.0,8+ years,0
Female,55120,3091.0,100.0,4-7 years,1
Male,38810,1841.0,84.0,8+ years,0
Male,75720,2478.0,59.0,1-3 years,0
Female,50559,3124.0,81.0,4-7 years,0
Non-Binary,78421,4993.0,86.0,< 1 year,0
Female,30447,3220.0,72.0,8+ years,0
Non-Binary,57367,1880.0,,1-3 years,0
Female,33758,2477.0,88.0,8+ years,0
Non-Binary,79943,,100.0,8+ years,0
Non-Binary,61085,2460.0,71.0,1-3 years,0
Male,35392,1141.0,64.0,4-7 years,0
Female,36573,1541.0,75.0,1-3 years,0
Female,58066,1819.0,70.0,< 1 year,0
Non-Binary,56377,2455.0,95.0,4-7 years,0
Female,39545,1223.0,92.0,4-7 years,0
Female,38215,3072.0,92.0,8+ years,0
Female,39346,2159.0,97.0,8+ years,0
Female,59619,2201.0,50.0,4-7 years,0
Male,18110,2083.0,62.0,4-7 years,1
Female,38407,3494.0,47.0,1-3 years,1
Female,37299,2180.0,77.0,< 1 year,0
Female,34687,1635.0,90.0,8+ years,0
Female,44275,2647.0,85.0,1-3 years,1
Non-Binary,58613,2296.0,65.0,1-3 years,0
Non-Binary,39770,1570.0,58.0,1-3 years,0
Non-Binary,31265,3333.0,79.0,< 1 year,0
Non-Binary,45222,1119.0,100.0,4-7 years,0
Male,63775,2587.0,37.0,< 1 year,1
Non-Binary,53431,4574.0,,< 1 year,0
Female,53063,1567.0,,< 1 year,0
Non-Binary,68342,3050.0,56.0,4-7 years,1
Female,34932,,87.0,< 1 year,0
Non-Binary,41443,2810.0,82.0,< 1 year,0
Non-Binary,53166,3381.0,100.0,1-3 years,0
Female,42104,2227.0,100.0,1-3 years,0
Male,31560,1749.0,86.0,8+ years,0
Non-Binary,44295,,86.0,1-3 years,0
Female,67213,2919.0,,1-3 years,0
Female,49822,3913.0,98.0,4-7 years,0
Female,47467,2930.0,61.0,1-3 years,1
Non-Binary,41293,1153.0,87.0,1-3 years,0
Male,69137,2926.0,88.0,< 1 year,0
Male,65449,2264.0,70.0,< 1 year,0
Non-Binary,56726,3490.0,68.0,8+ years,0
Female,46830,1997.0,86.0,< 1 year,1
Male,62153,1955.0,100.0,4-7 years,1
Female,52514,1632.0,61.0,< 1 year,0
Male,37948,3858.0,78.0,1-3 years,0
Male,41155,2035.0,92.0,4-7 years,0
Non-Binary,25420,2079.0,80.0,< 1 year,0
Female,19085,2918.0,100.0,8+ years,0
Male,52111,1546.0,93.0,4-7 years,0
Male,64567,2309.0,58.0,< 1 year,0
Male,23036,2889.0,58.0,8+ years,1
Male,46152,1479.0,75.0,< 1 year,0
Non-Binary,51095,2528.0,80.0,1-3 years,0
Male,56338,3887.0,,8+ years,0
Male,59391,1979.0,100.0,4-7 years,0
Female,18696,3478.0,59.0,8+ years,1
Non-Binary,29322,1610.0,64.0,< 1 year,0
Female,50008,3269.0,45.0,4-7 years,1
Female,40027,1132.0,31.0,1-3 years,1
Male,55589,3965.0,68.0,4-7 years,0
Non-Binary,18746,2437.0,55.0,8+ years,1
Female,27114,2896.0,62.0,4-7 years,1
Female,45105,1093.0,70.0,< 1 year,0
Male,31204,3193.0,81.0,8+ years,0
Non-Binary,45798,3393.0,81.0,4-7 years,0
Female,42516,2448.0,88.0,4-7 years,0
Non-Binary,75941,2696.0,74.0,1-3 years,0
Female,42138,2074.0,83.0,< 1 year,0
Female,34176,2352.0,100.0,8+ years,0
Female,41997,2920.0,73.0,< 1 year,1
Female,63162,2955.0,90.0,1-3 years,0
Non-Binary,66425,2543.0,61.0,< 1 year,0
Female,52050,3196.0,87.0,1-3 years,0
Female,43461,3807.0,72.0,4-7 years,0
Female,51613,2977.0,66.0,< 1 year,0
Non-Binary,43282,2881.0,84.0,4-7 years,0
Female,59646,2741.0,69.0,1-3 years,0
Non-Binary,50149,2031.0,71.0,< 1 year,0
Male,59184,3276.0,54.0,1-3 years,0
Male,48993,1774.0,60.0,8+ years,0
Non-Binary,29608,3325.0,52.0,1-3 years,0
Male,56067,2577.0,47.0,1-3 years,1
Female,25398,3287.0,71.0,8+ years,0
Non-Binary,67717,1812.0,81.0,1-3 years,0
Male,65914,2594.0,70.0,8+ years,0
Female,39285,3791.0,98.0,8+ years,0
Female,40531,1326.0,77.0,4-7 years,0
Male,39502,1680.0,52.0,< 1 year,1
Female,29089,2183.0,60.0,8+ years,0
Male,57634,2901.0,93.0,4-7 years,0
Non-Binary,48468,2290.0,58.0,1-3 years,1
Non-Binary,39805,2163.0,76.0,8+ years,0
Non-Binary,60986,1359.0,75.0,8+ years,0
Female,49115,3490.0,63.0,1-3 years,1
Female,43898,2911.0,78.0,8+ years,1
Non-Binary,60406,1864.0,,8+ years,0
Non-Binary,53267,1516.0,,< 1 year,0
Male,65984,3282.0,83.0,8+ years,0
Non-Binary,41529,2996.0,79.0,< 1 year,0
Female,30425,2750.0,74.0,1-3 years,0
Male,33662,2922.0,100.0,1-3 years,0
Non-Binary,54213,2930.0,72.0,< 1 year,0
Male,30399,2801.0,100.0,1-3 years,0
Female,40254,3107.0,51.0,< 1 year,1
Male,52627,2172.0,74.0,8+ years,0
Female,66157,3484.0,92.0,1-3 years,0
Non-Binary,61585,1300.0,85.0,8+ years,0
Male,44300,2976.0,49.0,8+ years,0
Female,43690,,100.0,< 1 year,0
Female,30809,2604.0,79.0,< 1 year,0
Female,34746,2461.0,47.0,4-7 years,1
Non-Binary,43067,,,4-7 years,0
Non-Binary,30224,1635.0,100.0,4-7 years,0
Non-Binary,22329,3021.0,82.0,4-7 years,0
Non-Binary,60322,1955.0,,1-3 years,1
Male,61332,2506.0,100.0,4-7 years,0
Non-Binary,59785,2747.0,85.0,1-3 years,0
Non-Binary,40591,3159.0,94.0,4-7 years,1
Non-Binary,50216,1445.0,71.0,4-7 years,0
Female,51386,3740.0,89.0,8+ years,0
Male,45305,1970.0,94.0,4-7 years,0
Non-Binary,66266,1936.0,61.0,1-3 years,0
Male,60106,1660.0,26.0,8+ years,1
Male,49598,2509.0,88.0,4-7 years,0
Female,46765,2843.0,,1-3 years,0
Male,65942,2145.0,88.0,8+ years,0
Male,44479,2726.0,66.0,< 1 year,0
Female,48500,2943.0,42.0,1-3 years,1
Male,42385,1269.0,71.0,< 1 year,0
Non-Binary,75044,2880.0,49.0,8+ years,1
Female,39084,1994.0,51.0,< 1 year,1
Male,69107,2671.0,54.0,8+ years,1
Non-Binary,69373,3176.0,42.0,1-3 years,1
Male,61107,2820.0,70.0,4-7 years,0
Non-Binary,60019,2493.0,35.0,1-3 years,1
Female,51421,3398.0,77.0,< 1 year,0
Male,28459,3732.0,99.0,4-7 years,0
Female,53471,4093.0,69.0,8+ years,0
Non-Binary,46380,3399.0,91.0,4-7 years,0
Female,47113,1975.0,87.0,8+ years,0
Female,50111,1763.0,100.0,1-3 years,0
Male,59981,2613.0,68.0,1-3 years,0
Male,76343,3056.0,100.0,1-3 years,0
Female,46821,3962.0,67.0,1-3 years,0
Female,35934,750.0,71.0,< 1 year,1
Male,20546,,86.0,8+ years,0
Female,38176,3156.0,95.0,4-7 years,0
Non-Binary,59631,2433.0,76.0,8+ years,0
Male,15000,2508.0,39.0,1-3 years,1
Male,59637,1648.0,63.0,1-3 years,0
Male,66425,2905.0,82.0,< 1 year,0
Non-Binary,62470,2040.0,88.0,1-3 years,0
Male,46947,,60.0,1-3 years,0
Female,55224,2860.0,57.0,< 1 year,0
Female,59595,2027.0,90.0,< 1 year,0
Male,36055,2300.0,66.0,1-3 years,0
Non-Binary,44599,1714.0,92.0,8+ years,0
Female,42810,3117.0,88.0,8+ years,0
Female,54128,,66.0,4-7 years,0
Non-Binary,50217,3529.0,80.0,< 1 year,0
Male,31404,,97.0,8+ years,0
Female,27159,1389.0,69.0,8+ years,0
Non-Binary,50047,2171.0,89.0,8+ years,0
Female,47748,2859.0,85.0,4-7 years,0
Non-Binary,60587,2290.0,100.0,4-7 years,0
Non-Binary,33478,3649.0,30.0,< 1 year,1
Non-Binary,60270,3466.0,53.0,1-3 years,0
Male,63181,1630.0,86.0,4-7 years,0
Non-Binary,90808,,64.0,1-3 years,0
Female,31911,1880.0,,8+ years,0
Female,57787,1565.0,80.0,4-7 years,0
Non-Binary,29064,2439.0,85.0,< 1 year,0
Non-Binary,72559,1136.0,48.0,8+ years,1
Non-Binary,26843,3645.0,100.0,4-7 years,0
Male,58776,2531.0,71.0,< 1 year,0
Female,66946,1650.0,79.0,8+ years,0
Non-Binary,60248,1975.0,73.0,4-7 years,0
Non-Binary,56581,1170.0,62.0,8+ years,0
Male,42755,,67.0,1-3 years,0
Female,50011,3642.0,44.0,4-7 years,1
Male,68576,2045.0,93.0,< 1 year,0
Male,51226,,43.0,8+ years,0
Female,50742,2205.0,100.0,1-3 years,0
Male,61605,1895.0,96.0,4-7 years,0
Female,23605,2557.0,98.0,< 1 year,0
Female,64095,2374.0,91.0,4-7 years,0
Non-Binary,67170,3078.0,91.0,< 1 year,0
Non-Binary,48920,1995.0,,4-7 years,0
Male,50543,2591.0,59.0,4-7 years,1
Non-Binary,47615,2485.0,65.0,8+ years,0
Female,40471,2483.0,95.0,< 1 year,0
Non-Binary,82785,3160.0,81.0,4-7 years,0
Female,50799,,73.0,< 1 year,0
Non-Binary,46547,1763.0,95.0,< 1 year,0
Non-Binary,36749,3680.0,45.0,8+ years,0
Non-Binary,15000,1814.0,87.0,8+ years,0
Female,44293,2277.0,64.0,1-3 years,0
Female,61944,2554.0,81.0,< 1 year,0
Male,69910,2805.0,99.0,4-7 years,0
Male,60455,,88.0,1-3 years,0
Non-Binary,32471,3263.0,98.0,1-3 years,0
Male,55779,1492.0,68.0,< 1 year,0
Female,27132,2483.0,59.0,< 1 year,1
Male,57179,1405.0,40.0,8+ years,1
Non-Binary,39757,1519.0,68.0,< 1 year,0
Female,31232,3070.0,53.0,< 1 year,1
Non-Binary,31579,1610.0,72.0,4-7 years,0
Male,62305,1668.0,80.0,< 1 year,0
Female,40480,2397.0,54.0,4-7 years,1
Non-Binary,33193,,98.0,1-3 years,0
Non-Binary,59295,1695.0,58.0,4-7 years,0
Non-Binary,60086,,62.0,< 1 year,0
Non-Binary,39817,,62.0,8+ years,0
Female,45618,2138.0,53.0,< 1 year,1
Male,57909,1809.0,96.0,1-3 years,0
Non-Binary,69782,2508.0,87.0,1-3 years,0
Non-Binary,46130,,37.0,4-7 years,1
Male,59403,2900.0,66.0,1-3 years,0
Female,55855,2124.0,99.0,< 1 year,0
Female,36036,3671.0,92.0,1-3 years,0
Non-Binary,59025,2185.0,46.0,8+ years,1
Male,46140,2306.0,58.0,< 1 year,1
Female,60037,2890.0,50.0,4-7 years,1
Non-Binary,25512,4138.0,52.0,4-7 years,1
Male,28045,2351.0,100.0,4-7 years,0
Female,53989,2299.0,52.0,< 1 year,1
Non-Binary,55651,3384.0,62.0,8+ years,1
Male,49152,2765.0,64.0,< 1 year,0
Male,34447,2617.0,61.0,1-3 years,1
Non-Binary,67165,,73.0,< 1 year,0
Male,55660,2090.0,63.0,4-7 years,0
Non-Binary,37187,1520.0,56.0,< 1 year,0
